,Q1A,Q1B,Q1C,Q1D,Q1E,Q3,Q5B,Q6,Q7,Q11A,Q12,Q13A,Q13B,Q13C,Q14A,Q14B,Q14C,Q14D,Q14E,Q16,Q17,Q21A,Q21D,Q24A,Q27C,Q30,Q34,Q35,Q41B
405,0,-2,2,2,1,-1,2,1,2,0,0,1,1,1,1,-1,1,-1,-1,-1,-1,0,0,-1,-2,0,-1,1,-1
406,1,2,2,1,2,1,1,-1,0,0,-1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,-1,2,-1
407,-2,-1,2,2,-2,-1,2,1,2,0,1,-1,-1,-1,1,1,1,-2,-2,-1,-1,0,0,-1,1,1,1,0,-1
408,-1,-1,2,2,-2,1,2,1,1,1,1,-1,-1,-1,1,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,0,1,1,-1
409,2,0,1,1,-1,1,2,-1,0,0,0,1,1,1,-1,1,1,1,1,0,1,0,0,1,2,0,1,1,0
410,2,2,2,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,2,1,1,0,2,-1
411,0,-2,2,2,2,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,2,2,0,1,3,0
412,-1,2,2,2,-2,-1,2,1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,1,-2,1,0,1,5,0
413,2,2,-2,-2,2,-1,-1,-1,0,0,-1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,-1,0,0,4,-1
414,2,2,2,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,2,2,0,1,5,0
415,-1,-2,2,2,-2,1,2,1,1,-1,0,1,1,-1,-1,1,1,1,1,1,1,0,0,2,2,-1,1,4,0
416,-1,1,1,2,-1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,0,-1,1,-1,-1,-2,0,-1,0.5,-1
417,1,2,2,2,2,1,2,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,0,1,0.5,-1
418,-1,1,2,2,1,0,2,1,1,1,1,1,1,-1,1,0,1,1,1,-1,-1,1,-1,1,-1,0,1,2,-1
419,1,-1,-2,-2,-1,1,1,-1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,1,1,0,1,2,0
420,2,1,-1,-1,1,1,2,1,2,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,2,1,1,1,2,-1
421,2,2,1,1,1,1,1,-1,0,0,-1,1,1,-1,1,1,1,1,1,1,-1,0,0,2,1,-1,1,5,-1
422,-2,1,1,2,0,1,-1,-1,0,0,0,1,1,-1,-1,1,1,-1,1,1,1,0,0,-1,1,0,1,2,-1
423,0,2,2,2,0,0,2,1,2,0,-1,1,1,1,1,-1,1,1,1,1,-1,0,0,-2,0,0,1,2,-1
424,2,-2,2,2,1,1,2,-1,0,0,1,1,-1,-1,1,1,1,1,1,1,1,0,0,1,2,-1,0,3,0
425,2,-2,-2,-2,2,1,-2,1,2,0,0,-1,-1,-1,1,1,1,1,1,1,-1,0,0,2,2,-1,0,2,-1
426,2,1,2,2,-2,1,2,1,1,1,0,1,1,-1,1,1,1,1,1,1,-1,1,-1,-2,1,0,1,2,1
427,-1,1,2,-1,-2,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,2,0,1,1,-1
428,1,2,2,2,1,1,2,1,1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,0,-1,2,0,1,2,0
429,-1,2,2,2,-1,-1,2,1,2,0,1,1,0,0,1,0,1,1,1,-1,-1,0,0,1,-2,0,-1,2,-1
430,2,2,-1,1,1,1,2,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,0,0,0,0
431,-2,2,2,2,-2,1,2,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,-1,1,1,-2,2,-1,0,0,0
432,-1,-1,2,-1,-2,1,1,-1,0,0,1,1,-1,-1,1,1,1,1,1,-1,1,0,0,-1,-2,1,0,3,0
433,1,1,2,1,1,-1,2,1,1,1,-1,1,0,0,1,1,1,1,0,-1,-1,0,0,2,0,-1,1,1,0
434,1,-2,-1,-2,-2,1,-1,-1,0,0,-1,1,-1,-1,-1,1,1,1,1,1,1,0,0,1,-1,1,0,5,-1
435,2,-1,2,2,1,-1,-2,1,2,0,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,0,0,-1,-2,-1,-1,0.5,0
436,2,1,-2,1,-1,0,2,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,2,2,0,0,2,-1
437,2,2,2,2,1,1,2,-1,0,0,-1,0,0,-1,1,1,1,0,0,1,0,0,0,-2,1,-1,0,0,0
438,1,1,-1,2,-1,-1,1,1,2,0,1,1,1,-1,-1,-1,1,1,1,1,-1,0,0,-1,-1,0,1,1,-1
439,1,1,1,2,2,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,0,1,-1,0,1,0.5,0
440,2,1,2,1,-1,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,2,0,1,2,0
441,1,2,2,2,1,1,2,-1,0,0,-1,1,1,-1,1,1,1,-1,-1,1,1,0,0,-2,-1,1,0,2,-1
442,2,1,2,2,1,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,2,-1
443,1,-1,2,2,1,1,-1,-1,0,0,1,1,-1,-1,1,1,1,-1,1,1,1,0,0,2,2,1,0,2,-1
444,-2,2,2,2,-1,1,2,1,1,1,0,-1,1,1,-1,1,1,1,1,1,-1,0,0,-2,-2,0,0,0.5,1
445,2,2,1,2,1,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,-1,0,0,-1,1,0,1,2,-1
446,1,2,2,2,1,1,2,1,2,0,0,1,1,1,-1,1,1,1,1,1,1,0,0,-1,1,-1,1,4,0
447,1,2,2,2,1,-1,2,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,0,1,5,-1
448,-2,-2,-2,-2,-2,1,-2,1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,1,1,-1,-1,0,1,0.5,-1
449,-2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,4,-1
450,-2,1,2,2,1,1,1,1,2,0,1,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,-1,1,1,-1
451,-2,-2,-2,-2,-2,-1,-1,1,2,0,0,1,1,1,-1,1,1,1,1,1,1,0,0,-1,-2,0,1,5,-1
452,-2,-1,2,2,-2,1,2,1,2,0,1,1,-1,-1,1,1,1,-1,-1,-1,-1,0,0,-2,-1,0,1,0.5,-1
453,-1,2,2,2,1,-1,2,1,2,0,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,0,0,-1,1,0,-1,0.5,-1
454,2,2,2,2,2,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,2,-1,1,2,0
455,-2,-2,2,1,-1,1,-2,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,0,1,0.5,-1
456,-1,2,2,-1,2,1,2,1,2,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,1,1,0,1,2,-1
457,2,-1,2,2,1,1,2,1,1,1,-1,1,0,-1,1,1,1,1,1,1,1,0,0,-1,-1,0,1,3,-1
458,-2,1,1,1,-2,1,-2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,0,1,2,0
459,-1,-1,2,2,-1,1,2,1,2,0,1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,1,-1,0,-1,0.5,-1
460,2,2,2,1,1,1,2,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,2,-1,1,1,3,-1
461,1,2,2,2,-2,1,2,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-2,-2,0,0,3,-1
462,1,-2,2,2,-2,-1,2,1,2,0,-1,0,0,-1,1,1,1,1,1,-1,-1,0,0,-1,1,-1,1,4,-1
463,2,2,2,2,2,1,-1,-1,0,0,-1,-1,1,-1,1,1,1,1,0,1,-1,0,0,1,1,0,-1,0.5,-1
464,1,1,2,2,1,1,2,-1,0,0,-1,1,1,-1,1,1,1,-1,1,1,-1,0,0,1,1,1,0,3,-1
465,-1,1,2,2,-1,0,2,1,1,1,-1,1,0,-1,1,1,1,1,1,1,-1,0,0,-2,2,0,1,4,-1
466,2,1,2,2,-1,1,2,-1,0,0,-1,1,-1,-1,1,1,1,1,1,1,1,0,0,2,-1,-1,0,2,0
467,-2,-2,2,2,-2,1,2,1,2,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,-2,0,-1,0.5,-1
468,0,2,2,2,-1,-1,2,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,0,1,0,-1,0.5,0
469,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-2,-2,0,1,4,-1
470,-1,1,-2,-1,1,1,2,-1,0,0,-1,1,-1,1,-1,1,1,1,-1,1,1,0,0,2,-1,0,1,1,0
471,-2,-2,0,2,2,1,2,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-2,-1,0,-1,0.5,-1
472,1,-1,2,1,2,-1,1,-1,0,0,-1,1,1,-1,-1,1,1,1,1,1,1,0,0,1,2,0,1,5,-1
473,2,-1,2,2,1,1,-2,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,0.5,-1
474,2,2,2,1,1,1,2,-1,0,0,0,1,1,1,-1,1,1,1,1,1,1,0,0,1,-2,0,1,0.5,0
475,1,1,2,2,1,1,2,1,1,1,0,1,1,-1,1,1,1,1,1,1,-1,0,0,1,2,0,1,0.5,0
476,-1,2,2,2,1,1,2,1,2,0,-1,1,0,-1,1,1,1,0,-1,1,-1,0,0,1,0,0,-1,0.5,-1
477,1,2,2,1,-1,1,2,-1,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,2,1,0,0,2,0
478,2,-1,2,2,-1,1,2,1,2,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,1,1,-1,-1,0.5,0
479,2,1,1,2,2,-1,1,1,2,0,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,0,0,1,1,0,-1,0.5,-1
480,2,2,2,2,-1,1,2,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,2,2,-1,1,2,-1
481,1,2,2,2,1,0,2,-1,0,0,0,1,1,1,1,1,1,-1,1,-1,0,0,0,1,-2,1,1,1,-1
482,-2,2,2,1,-1,-1,2,1,1,1,1,0,0,-1,1,-1,1,1,-1,1,-1,1,-1,-2,-2,0,1,3,-1
483,-2,-1,2,1,-2,-1,2,1,2,0,1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,-2,-2,0,-1,0.5,-1
484,2,2,2,2,2,1,1,-1,0,0,-1,1,1,-1,1,1,1,1,-1,1,1,0,0,2,1,1,0,5,1
485,2,2,2,1,1,1,2,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0
486,1,1,1,1,2,1,2,1,2,0,-1,1,1,1,0,1,1,1,1,1,1,0,0,1,2,0,1,5,-1
487,-1,2,2,2,-1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-2,2,0,-1,0.5,0
488,1,1,2,-1,1,1,1,1,2,0,1,1,1,-1,1,1,1,1,1,1,0,0,0,1,1,0,-1,0.5,-1
489,2,2,-2,1,-2,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,2,0,-1,1,0
490,-2,1,2,2,-2,1,1,1,1,1,0,1,1,0,-1,1,1,-1,1,-1,-1,1,-1,1,-2,0,-1,0.5,-1
491,2,2,2,2,1,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0.5,-1
492,1,2,1,-1,-1,0,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,0.5,0
493,-2,2,-1,2,-1,1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,1,-2,-2,1,0,5,-1
494,2,2,2,-1,1,1,1,1,1,-1,0,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,2,2,-1,1,5,-1
495,2,1,1,2,2,1,0,1,2,0,1,-1,-1,-1,1,1,-1,1,1,1,-1,0,0,-1,1,0,1,2,-1
496,-2,-1,2,-1,-2,-1,-1,1,2,0,1,1,-1,-1,1,1,1,-1,-1,-1,-1,0,0,-2,-2,-1,-1,3,-1
497,2,-1,-2,-2,-1,-1,-2,1,2,0,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,0,2,-2,0,-1,1,-1
498,-1,1,2,1,-1,1,-1,-1,0,0,0,1,1,1,-1,1,1,1,1,1,0,0,0,1,1,0,0,4,0
499,2,-1,2,2,2,1,2,-1,0,0,0,1,1,0,1,1,1,-1,1,1,-1,0,0,-1,2,-1,0,0.5,0
500,2,2,2,1,2,1,-2,-1,0,0,0,-1,-1,-1,1,1,1,1,1,1,-1,0,0,-1,2,0,-1,0.5,-1
501,-1,2,2,2,2,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,2,2,1,0,4,-1
502,2,1,1,-1,2,1,2,-1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,2,2,1,0,2,0
503,2,-1,-2,-1,2,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4,-1
504,2,1,2,-1,1,1,2,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,-2,0,1,3,-1
505,2,2,2,2,2,1,2,1,2,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,2,-2,-1,-1,0.5,0
506,1,2,-1,1,-1,1,1,-1,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,2,1,-1,0,0.5,1
507,1,1,2,2,1,1,2,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,-1,0,2,0
508,2,2,2,-1,2,1,1,-1,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,2,2,1,0,2,0
509,1,-1,2,2,-1,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,0,1,5,-1
510,0,2,0,2,2,0,1,1,2,0,-1,1,0,-1,1,1,1,1,0,1,-1,0,0,-1,2,0,-1,0.5,-1
511,0,0,1,0,1,-1,0,1,2,0,1,1,-1,-1,-1,1,1,1,0,0,-1,0,0,1,2,-1,-1,0.5,0
512,-1,-2,2,2,1,1,2,1,2,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,-1,-2,0,-1,1,-1
513,1,1,2,-1,1,1,-1,1,1,1,0,1,1,1,-1,1,1,1,1,1,-1,1,1,1,-2,0,1,4,0
514,-1,1,2,2,-1,-1,2,1,1,1,1,1,1,-1,1,-2,1,-1,-1,-1,-1,0,0,1,0,0,-1,0.5,0
515,-2,1,2,1,-1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,-2,1,1,5,-1
516,-1,-1,2,1,-1,1,1,-1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,1,-1,0,1,3,-1
517,1,1,2,1,-2,1,2,1,2,0,-1,1,-1,-1,-1,1,-1,1,1,1,1,0,0,1,1,0,-1,0.5,-1
518,1,2,2,1,1,1,2,1,2,0,0,1,1,0,-1,1,1,1,1,1,1,0,0,-1,1,0,1,3,-1
519,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,0,0,0,0
520,2,2,2,2,1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,0,1,1,-1
521,1,2,2,2,-1,-1,2,1,1,-1,-1,1,1,-1,1,1,1,-1,-1,1,-1,0,0,-1,1,0,1,1,-1
522,-1,2,2,2,2,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,-1,1,-1,2,-1,-1,0,0.5,0
523,2,1,-1,2,2,-1,-2,-1,0,0,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,0,0,-1,-1,0,0,0,-1
524,2,1,2,-1,2,1,2,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,0,0,1,-2,0,0,2,-1
525,2,1,2,2,1,1,2,-1,0,0,1,1,1,-1,1,1,1,1,1,-1,-1,0,0,1,2,0,-1,0.5,0
526,1,2,1,2,1,1,2,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,0,-1,0.5,-1
527,-2,2,2,2,2,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,-1,1,0,0,2,2,1,1,4,-1
528,1,2,2,1,2,1,1,1,2,0,0,1,1,-1,-1,1,1,1,-1,1,1,0,0,-2,-2,0,-1,0.5,-1
529,1,1,1,1,2,1,2,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,-1,1,2,1
530,1,0,2,2,-1,1,2,1,2,0,1,1,1,-1,1,1,1,1,1,1,-1,0,0,1,2,1,-1,2,-1
531,-1,1,2,2,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,2,1
532,2,2,1,1,-1,1,-2,1,2,0,-1,1,1,1,1,1,1,1,1,1,-1,0,0,-1,-1,0,1,2,-1
533,1,2,2,2,-2,-1,2,-1,0,0,1,1,-1,-1,1,1,1,1,1,-1,1,0,0,2,-1,0,-1,0.5,-1
534,-1,1,2,-1,2,1,2,-1,0,0,1,1,1,-1,1,1,1,1,-1,1,1,0,0,-2,2,1,0,3,0
535,1,2,2,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,0,0,-1,1,0,1,4,-1
536,2,1,1,1,2,1,-1,-1,0,0,0,1,1,-1,-1,1,1,1,1,1,1,0,0,1,2,-1,0,3,0
537,1,1,2,2,-1,1,1,1,2,0,-1,0,1,0,1,1,1,1,1,-1,1,0,0,-1,1,0,-1,0.5,0
538,2,2,1,1,1,1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,0,1,2,-1
539,1,1,2,2,-2,-1,2,1,2,0,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,0,0,-1,2,0,0,0,0
540,1,1,2,1,1,1,2,1,1,1,0,1,1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,0,-1,0.5,0
541,-1,1,2,1,1,1,1,-1,0,0,0,1,1,-1,0,-1,1,0,1,1,1,0,0,2,-2,1,0,2,-1
542,2,1,-1,-2,-1,1,-1,1,1,1,-1,1,-1,-1,1,1,1,-1,0,1,-1,0,0,-1,1,1,0,3,-1
543,1,2,2,1,1,1,1,-1,0,0,-1,1,1,-1,1,1,0,1,1,1,1,0,0,1,2,1,0,2,-1
544,2,1,2,2,1,-1,1,1,2,0,0,1,-1,-1,1,1,1,1,1,1,1,0,0,1,-1,0,-1,0.5,-1
545,0,2,2,2,0,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0.5,-1
546,1,1,2,2,-1,1,-1,1,2,0,0,1,1,1,-1,1,1,1,1,1,1,0,0,2,1,-1,1,3,0
547,1,2,2,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,3,-1
548,1,2,1,2,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,-1
549,2,1,1,-2,2,-1,-1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,1,0,0,2,1,1,1,3,-1
550,-2,1,-2,2,-1,1,-2,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,0,0,1,1,1,0,2,-1
551,1,1,1,1,1,-1,1,1,1,1,0,1,1,-1,1,1,0,1,1,1,0,-1,-1,1,1,0,1,1,-1
552,-1,1,2,2,1,1,2,-1,0,0,0,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,0,1,0
553,2,-1,2,1,2,1,2,-1,0,0,-1,1,1,-1,1,1,1,1,-1,1,-1,0,0,2,1,1,0,3,0
554,1,-1,2,2,1,1,2,1,2,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0.5,-1
555,-1,-1,2,2,-1,1,2,1,2,0,0,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,0,1,2,-1
556,-2,-1,2,2,-2,1,2,-1,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,1,-1,0,-1,0.5,-1
557,1,2,2,2,1,1,2,-1,0,0,-1,1,-1,-1,1,1,1,-1,1,1,1,0,0,1,1,-1,0,0.5,1
558,-2,2,-1,1,2,1,2,1,2,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,2,-2,0,1,5,-1
559,1,2,2,0,-1,1,1,1,2,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,1,2,0,-1,1,0
560,-1,-2,2,1,-1,1,1,-1,0,0,1,1,1,-1,1,1,1,1,-1,-1,1,0,0,-1,1,1,0,2,1
561,-2,2,-1,1,-1,1,1,-1,0,0,0,1,1,-1,-1,1,1,1,1,1,1,0,0,-1,1,1,0,0.5,0
562,-1,1,1,1,-1,1,2,1,2,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,-1,2,0,1,5,-1
563,1,2,1,2,1,-1,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,2,2,0,-1,0.5,-1
564,-1,-1,2,-1,1,-1,1,-1,0,0,0,1,1,-1,-1,1,1,1,1,1,1,0,0,1,2,1,0,2,0
565,0,0,2,2,2,0,2,-1,0,0,1,-1,-1,-1,1,-1,-2,-1,-1,0,-1,0,0,2,2,-1,0,0.5,0
566,1,1,2,2,2,1,1,1,2,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,-1,1,1,0
567,1,2,2,2,1,1,2,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,-1
568,1,1,1,-1,1,1,1,-1,0,0,0,1,1,-1,-1,1,1,1,1,1,1,0,0,1,1,1,0,4,0
569,2,2,2,2,1,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,0,0,2,1,0,-1,0.5,-1
570,-2,-1,2,2,0,-1,2,1,2,0,-1,1,-1,-1,1,1,1,-1,1,-1,-1,0,0,-1,2,-1,-1,0,-1
571,-2,-2,2,1,-2,1,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,0,1,0.5,-1
572,2,2,2,2,-2,1,1,-1,0,0,-1,1,1,-1,1,1,1,-1,-1,1,1,0,0,1,2,-1,0,2,-1
573,1,2,2,2,2,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.5,-1
574,2,2,-1,-1,2,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,2,2,0,1,2,0
575,-2,-2,2,2,-2,-1,2,1,1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,-1,-1,-1,0,-1,0.5,-1
576,-1,-1,2,2,-1,1,-1,1,2,0,-1,1,1,1,1,1,1,0,1,1,1,0,0,1,2,-1,1,1,-1
577,-2,-1,2,-2,1,1,2,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,-2,-2,0,1,5,-1
578,2,-1,0,2,0,0,-2,-1,0,0,1,1,1,-1,0,1,1,0,1,1,1,0,0,-2,-2,0,1,2,-1
579,1,2,2,2,2,1,2,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,0,0,2,0
580,-1,2,2,2,-1,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,-1,0,0,-1,-1,0,1,0.5,-1
581,0,0,-1,1,-1,0,-2,-1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,-1,-1,-1,0,0,0
582,1,2,2,2,1,1,-1,1,2,0,0,-1,-1,-1,1,1,1,-1,1,1,-1,0,0,-1,1,0,-1,0.5,-1
583,-2,2,2,2,-2,1,2,1,1,1,0,1,1,1,-1,1,1,1,1,1,-1,0,0,-1,2,0,1,3,-1
584,-1,2,2,2,-1,1,2,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,-1,2,0,0,0,-1
585,1,1,-1,1,2,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,2,2,-1,-1,1,0
586,-1,2,2,2,-1,1,-2,1,2,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,2,2,-1,-1,0.5,1
587,1,2,2,2,-1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,0
588,2,2,1,2,2,1,1,-1,0,0,0,1,1,1,-1,1,1,1,1,1,1,0,0,-1,1,0,1,4,0
589,-2,1,2,1,1,1,-1,-1,0,0,0,1,1,-1,1,1,1,-1,1,1,1,0,0,-1,1,-1,0,0,0
590,-1,1,2,2,1,1,2,1,2,0,-1,1,1,0,1,1,1,0,0,1,1,0,0,-1,0,0,1,2,-1
591,-2,2,-2,2,2,1,-2,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,5,-1
592,-1,2,2,-2,1,0,1,-1,0,0,1,1,1,1,-1,1,1,-1,1,1,1,0,0,-1,1,-1,0,0,0
593,1,-2,2,-1,2,1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,2,2,0,1,0,-1
594,-1,-1,2,2,-1,1,2,1,2,0,1,1,-1,-1,1,1,1,-1,-1,-1,-1,0,0,-1,1,-1,-1,0.5,0
595,1,2,2,1,-1,1,2,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,0,-1,0.5,-1
596,2,2,2,1,1,1,1,1,2,0,-1,-1,1,1,1,1,1,1,1,1,1,0,0,2,2,0,-1,2,-1
597,-1,1,2,1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,2,2,0,-1,0.5,0
598,2,2,-1,1,2,1,2,-1,0,0,-1,1,1,-1,-1,1,1,-1,1,1,1,0,0,1,-1,1,0,2,-1
599,2,-1,1,-1,2,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,0,0,0,0
600,-1,2,2,2,-1,-1,2,1,2,0,1,1,1,1,1,1,1,1,-1,1,-1,0,0,-1,-2,0,1,2,-1
601,2,2,2,2,2,1,2,1,2,0,0,1,-1,-1,1,1,1,1,-1,1,1,0,0,1,-1,0,1,2,-1
602,2,2,2,2,1,1,2,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,2,0,1,2,-1
603,2,2,2,2,1,1,2,1,2,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,1,-2,0,1,1,0
604,-1,2,2,2,1,1,1,1,2,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,-1,-1,0.5,0
605,2,-2,2,2,-1,1,2,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,2,-2,0,1,0.5,-1
606,2,2,2,2,1,0,2,1,2,0,-1,1,-1,-1,1,1,1,1,1,-1,-1,0,0,1,-2,-1,-1,0.5,0
607,2,1,1,2,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,2,-1,0,2,0
608,2,2,1,-1,2,-1,-1,1,1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,-1,2,2,0,1,2,0
609,-1,-1,2,2,-2,1,1,1,2,0,-1,-1,-1,-1,1,1,1,1,1,-1,-1,0,0,0,2,-1,-1,0.5,0
