,Q1A,Q1B,Q1C,Q1D,Q1E,Q3,Q5B,Q6,Q7,Q11A,Q12,Q13A,Q13B,Q13C,Q14A,Q14B,Q14C,Q14D,Q14E,Q16,Q17,Q21A,Q21D,Q24A,Q27C,Q30,Q34,Q35,Q41B
817,1,2,1,-1,-1,-1,1,-1,0,0,1,1,-1,-1,1,1,1,1,1,1,-1,0,0,2,-1,0,-1,0.5,-1
818,2,2,-1,-1,2,-1,2,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,2,1,1,1,5,-1
819,1,2,1,1,1,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,2,1,1,1,3,-1
820,-2,2,2,2,1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-2,1,1,1,0,-1
821,-1,2,2,-1,2,1,1,-1,0,0,-1,1,-1,-1,0,1,1,-1,-1,1,1,0,0,1,2,0,0,3,1
822,0,0,0,0,0,1,0,1,2,0,0,1,1,1,1,1,1,0,1,1,-1,0,0,1,-2,0,0,0,-1
823,2,2,2,2,1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,1,1,1,2,2,0,0,5,0
824,2,2,2,-2,-2,1,-2,1,1,1,1,-1,-1,-1,-2,1,-2,-2,-2,1,1,-1,-1,0,1,-1,1,5,-1
825,-1,2,2,2,1,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,0,1,2,-1
826,2,2,-1,-1,2,-1,2,1,1,1,0,1,1,1,1,1,1,1,-1,-1,-1,1,-1,2,1,0,1,0.5,0
827,1,2,-1,1,-1,1,1,1,2,0,1,1,1,-1,0,1,1,1,1,1,1,0,0,1,-1,0,1,0.5,0
828,2,-2,2,-1,1,1,2,-1,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,1,1,1,0,3,-1
829,2,2,1,1,1,1,-2,1,1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,0,2,2,-1,1,2,-1
830,0,2,1,-2,0,1,-2,-1,0,0,1,1,1,-1,1,1,1,0,1,1,-1,0,0,-1,-1,-1,-1,0.5,0
831,-2,1,2,2,-2,0,2,1,1,1,-1,-1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,1,1,0,-1,0.5,-1
832,-1,-1,-1,-1,-1,1,1,1,2,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,-1,1,0,1,1,-1
833,1,1,2,2,2,1,2,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,2,-1
834,2,2,2,2,2,0,1,1,2,0,0,1,1,1,1,1,1,1,0,1,1,0,0,2,0,0,-1,0.5,-1
835,1,2,1,1,2,1,-1,1,1,-1,0,1,1,-1,-1,1,1,1,1,1,-1,0,0,1,-1,1,1,5,0
836,-1,2,2,-1,2,1,1,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,2,1,1,0,2,1
837,-1,2,2,1,1,1,-1,-1,0,0,-1,1,1,-1,-1,1,1,1,1,1,-1,0,0,1,1,-1,0,2,1
838,1,-1,2,2,2,-1,2,1,2,0,-1,1,1,1,1,1,1,-1,1,-1,-1,0,0,1,1,-1,1,2,0
839,2,-1,2,2,-2,1,2,1,2,0,-1,-1,1,1,-1,1,1,-1,1,1,-1,0,0,-1,0,-1,1,2,-1
840,-2,1,2,2,-2,-1,2,1,2,0,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,0,0,1,-2,0,-1,0.5,-1
841,-2,2,-1,1,1,1,-1,1,2,0,-1,1,1,-1,1,1,1,1,1,-1,1,0,0,2,-2,0,1,5,-1
842,1,1,2,1,2,1,1,-1,0,0,0,1,1,1,-1,1,1,-1,0,1,1,0,0,2,-2,0,0,4,-1
843,1,2,2,2,2,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,2,2,0,1,2,-1
844,2,1,2,2,2,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,1,3,-1
845,1,2,2,2,2,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,0,1,1,-1
846,1,2,2,2,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,1,0,0,-1,-2,0,1,0.5,0
847,-1,2,-2,0,2,1,2,-1,0,0,-1,0,-1,1,1,1,-1,1,-1,-1,1,0,0,2,-2,0,-1,0.5,1
848,1,2,2,1,2,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,0,1,0.5,-1
849,-2,-2,2,-1,-2,1,2,1,1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,2,0,1,2,-1
850,1,2,2,1,2,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,2,1,0,-1,0.5,-1
851,0,0,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,-2,-2,0,0,0,0
852,1,-1,2,1,1,1,-2,-1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,-2,1,-1,1,5,0
853,2,1,-1,-2,2,1,-1,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,2,2,1,1,4,0
854,1,-2,2,2,-1,1,2,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-2,2,1,1,3,-1
855,-2,-2,2,2,0,1,2,1,2,0,0,1,1,-1,1,1,1,-1,1,1,-1,0,0,2,1,0,-1,0.5,0
856,1,2,1,2,-2,1,2,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,-1,2,-1,1,2,0
857,0,-1,0,-2,-2,1,-2,-1,0,0,1,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,0,0,1,-2,-1,0,0,0
858,1,2,2,1,-1,1,2,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,-1,0,0,2,2,1,1,3,1
859,1,1,2,2,1,1,1,1,2,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,0,1,2,-1
860,1,1,2,2,1,-1,2,1,2,0,1,1,1,-1,1,1,1,-1,-1,-1,-1,0,0,2,-2,0,-1,0.5,-1
861,1,2,2,2,2,-1,2,1,1,1,0,1,1,-1,1,1,1,-1,1,-1,-1,1,-1,1,2,-1,1,3,0
862,1,1,2,1,1,1,2,-1,0,0,0,1,1,-1,1,1,1,1,-1,-1,-1,0,0,-1,-2,0,-1,0.5,0
863,2,2,2,2,2,1,2,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,2,0,-1,0.5,-1
864,1,2,2,1,2,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,2,1,0,1,1,-1
865,2,2,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,-1,0.5,1
866,1,2,1,2,2,1,2,1,2,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,0,-1,0.5,-1
867,-2,1,2,2,1,-1,2,1,2,0,-1,0,0,0,1,1,1,-1,1,1,-1,0,0,2,1,0,-1,0.5,-1
868,-2,2,-1,1,-2,1,1,1,2,0,0,1,1,-1,1,1,1,-1,-1,1,1,0,0,-2,-2,0,0,0.5,-1
869,-2,2,1,2,-1,1,2,-1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,1,2,0,0,2,0
870,-1,2,-1,1,1,1,-1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,-1,0,1,2,-1
871,2,-1,2,1,1,1,1,-1,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,2,1,-1,0,2,-1
872,-2,2,2,1,-1,1,-1,-1,0,0,1,1,1,-1,1,1,1,1,1,1,1,0,0,-2,-2,-1,1,1,-1
873,2,2,-1,2,-1,1,2,1,1,1,0,1,1,-1,1,1,1,-1,1,1,-1,0,0,2,1,-1,0,4,-1
874,2,2,-2,1,2,1,2,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,2,2,0,1,2,-1
875,1,2,2,2,-2,0,2,-1,0,0,1,1,1,-1,1,1,1,1,-1,-1,-1,0,0,2,1,0,0,0,0
876,-1,2,2,1,1,1,1,-1,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,0,1,3,-1
877,-1,1,2,2,2,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,2,0
878,2,1,2,1,1,1,1,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,4,-1
879,1,-2,2,2,1,-1,2,1,1,1,0,-1,-1,-1,1,-1,1,0,-1,-1,-1,0,0,-1,2,0,0,0.5,0
880,1,2,2,2,-1,-1,2,1,1,1,0,1,1,-1,1,1,1,1,1,1,-1,0,0,1,-2,-1,1,5,-1
881,1,2,1,2,2,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,0,0,1,-1
882,-1,2,2,2,-1,1,2,1,2,0,1,1,1,-1,1,1,1,1,1,1,1,0,0,2,-1,-1,-1,2,-1
883,2,1,-1,1,2,1,1,1,2,0,-1,1,1,-1,1,1,1,1,-1,1,1,0,0,2,1,0,1,0.5,0
884,-1,1,2,2,-1,1,2,1,1,-1,0,1,-1,-1,1,1,1,-1,1,1,-1,0,0,-1,-1,0,1,1,0
885,-1,-2,2,2,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,0,1,4,0
886,1,-1,2,2,-1,-1,2,-1,0,0,0,-1,-1,-1,1,-1,1,-2,-1,-1,-1,0,0,2,-1,0,0,0,0
887,2,2,1,1,2,1,2,-1,0,0,0,1,1,0,-1,1,1,1,1,1,1,0,0,2,1,-1,1,5,0
888,2,1,1,1,2,1,2,-1,0,0,1,1,1,-1,1,1,1,1,-1,1,1,0,0,2,2,1,0,2,-1
889,2,2,2,-1,2,1,2,1,2,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,2,2,0,1,1,-1
890,-1,1,2,2,2,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
891,2,2,2,2,2,1,2,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,0,1,3,-1
892,2,2,2,1,1,1,1,1,1,1,0,1,1,0,1,1,1,-1,-1,-1,1,-1,1,-1,-2,-1,0,0,0
893,-2,2,2,2,-1,1,2,1,2,0,1,1,1,-1,1,1,1,1,-1,1,1,0,0,-1,1,0,-1,0.5,-1
894,-1,2,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,0,1,0.5,0
895,2,2,-1,2,2,1,1,1,2,0,0,1,1,1,1,1,1,1,-1,1,-1,0,0,1,1,-1,1,2,-1
896,-1,-1,2,2,1,1,1,1,2,0,0,1,-1,-1,1,-1,1,-1,0,1,-1,0,0,1,-1,0,0,0,-1
897,2,1,2,1,1,1,2,1,2,0,0,1,1,-1,1,1,1,1,1,1,-1,0,0,1,-2,0,-1,1,-1
898,1,2,2,-1,1,-1,1,-1,0,0,0,1,1,-1,-1,1,1,-1,1,1,-1,0,0,1,0,0,1,2,-1
899,2,2,1,1,2,1,1,1,2,0,0,1,1,-1,-1,1,1,1,1,1,-1,0,0,2,1,0,1,0.5,-1
900,-1,-1,2,2,1,1,1,1,2,0,0,1,1,-1,1,1,1,1,1,1,-1,0,0,-1,-1,0,-1,0.5,-1
901,1,1,1,2,2,1,2,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,2,0,-1,0.5,0
902,-2,-2,-1,1,-1,1,-2,1,1,1,0,1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,2,0,1,4,-1
903,2,-2,2,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,0,0,1,1,-1,0,2,0
904,2,2,1,1,2,1,2,1,1,1,-1,1,1,1,0,1,1,1,1,1,0,1,1,1,2,0,1,2,-1
905,-2,-1,2,2,-1,-1,1,1,1,1,1,1,1,-1,1,0,1,-1,-1,-1,-1,1,-1,-1,1,0,1,0.5,0
906,-1,1,2,2,1,-1,2,-1,0,0,-1,1,1,1,1,1,1,1,-1,1,-1,0,0,-1,2,0,1,1,-1
907,1,2,2,2,1,1,2,1,2,0,-1,1,1,-1,1,1,1,1,0,1,1,0,0,2,1,-1,1,0.5,-1
908,2,2,1,2,2,1,1,-1,0,0,-1,1,1,0,1,1,1,1,1,1,1,0,0,1,2,1,0,4,-1
909,2,-1,2,2,1,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,-1,0,0,2,0,0,-1,0.5,-1
910,2,-1,2,2,2,1,2,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,2,1,0,1,4,0
911,2,2,-1,-2,2,1,-1,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,2,2,-1,1,5,0
912,2,2,-2,1,2,1,2,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,2,1,0,1,3,-1
913,-1,1,-1,1,2,-1,1,-1,0,0,0,1,1,1,-1,1,1,1,1,-1,1,0,0,1,-1,-1,0,5,0
914,2,2,1,-1,1,1,-2,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,2,2,-1,1,2,0
915,2,1,1,1,2,-1,2,-1,0,0,0,1,1,-1,-1,1,1,-1,-1,1,1,0,0,2,-2,-1,0,0,0
916,1,1,2,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,1,1,1,-1,-1,1,-1,0,0,-1,-1,0,1,3,0
917,1,2,1,-1,1,1,-1,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,1,0,1,0
918,-2,-2,2,2,-2,1,2,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,0,0,1,1,0,1,0.5,1
919,2,-1,2,2,-2,0,2,1,2,0,-1,0,0,0,-2,0,0,-2,-1,1,1,0,0,1,1,-1,1,1,-1
920,1,-1,2,2,-1,1,1,1,2,0,0,1,1,1,1,1,1,1,-1,1,-1,0,0,-2,-1,0,1,2,-1
921,-2,2,2,1,1,1,2,-1,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,2,1,1,0,0.5,0
922,1,2,2,-2,-2,0,2,1,2,0,1,-1,-1,-1,1,0,-1,-1,-1,1,-1,0,0,2,2,0,-1,3,-1
923,-1,1,2,2,-1,-1,2,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,2,0,0,0,0
924,1,-2,-2,1,0,1,1,-1,0,0,0,1,-1,-1,-1,1,1,1,1,1,1,0,0,1,2,1,0,3,-1
925,1,-2,2,1,1,1,2,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,0,0,-1,1,0,1,0.5,0
926,0,0,2,2,0,-1,0,1,2,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0.5,0
927,2,-1,1,1,1,1,2,1,1,1,0,1,1,0,1,1,1,1,1,1,-1,1,-1,2,1,0,1,2,0
928,-1,1,1,-1,1,1,1,-1,0,0,-1,1,1,-1,-1,1,1,1,1,1,1,0,0,1,1,0,-1,0.5,-1
929,-1,2,-1,1,2,1,2,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
930,1,-1,1,-1,-1,1,2,-1,0,0,0,1,1,1,-1,1,1,-1,1,1,1,0,0,2,1,-1,0,5,0
931,2,2,1,2,2,1,2,1,2,0,0,1,1,1,-1,1,1,1,1,1,1,0,0,2,1,-1,1,2,-1
932,2,0,2,-2,1,0,-2,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,-1,2,-2,-1,1,4,0
933,2,2,2,2,-2,1,2,1,1,-1,0,1,1,1,-1,1,1,1,1,1,1,1,1,-1,2,-1,0,0.5,1
934,-2,-1,2,2,-2,-1,2,1,2,0,1,1,-1,-1,1,0,1,-1,-1,-1,-1,0,0,-2,1,0,-1,0.5,-1
935,2,2,2,2,0,0,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,2,-2,-1,-1,0.5,0
936,1,-1,1,1,2,1,1,1,2,0,0,1,1,-1,0,1,1,1,1,1,1,0,0,1,2,-1,1,4,0
937,2,2,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,2,1,1,1,2,-1
938,1,2,1,2,1,1,-1,1,2,0,-1,0,0,-1,-1,-2,-1,1,-1,1,1,0,0,-1,2,-1,-1,0.5,-1
939,-1,-2,-2,-1,-2,1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,1,1,-1,0,0,-1,-1,0,1,3,-1
940,2,2,1,-1,2,1,1,1,2,0,-1,1,1,-1,-1,1,1,1,1,1,1,0,0,2,1,0,0,4,-1
941,2,2,1,1,1,1,1,1,2,0,-1,1,1,-1,-1,1,1,1,1,1,-1,0,0,1,-1,0,1,4,-1
942,1,2,-1,1,2,1,2,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,2,0,0,3,0
943,1,1,1,-1,1,1,2,1,1,1,-1,1,1,1,1,1,1,1,0,1,0,-1,-1,-1,-2,0,1,1,-1
944,2,2,2,2,2,0,2,1,2,0,-1,-1,-1,-1,1,1,1,-1,0,-1,1,0,0,1,1,-1,1,0.5,0
945,2,2,-1,-1,-1,1,-2,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,2,2,-1,1,4,-1
946,2,2,2,1,2,1,2,1,1,1,-1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,4,0
947,1,2,2,2,1,-1,2,1,1,1,0,1,-1,-1,1,1,1,1,1,1,1,0,0,1,2,0,0,2,0
948,-1,-1,2,2,-1,-1,2,-1,0,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,0,0,-1,-1,0,1,0,-1
949,1,2,2,1,2,1,1,-1,0,0,-1,1,1,-1,-1,1,1,1,1,1,1,0,0,1,2,1,0,2,-1
950,2,1,2,1,-1,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,0,1,2,-1
951,-2,2,-2,-1,2,1,2,1,1,1,0,1,1,-1,-1,1,1,-1,1,1,1,0,0,2,-1,1,0,4,1
952,-1,2,2,2,2,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,2,-2,1,1,4,-1
953,1,1,2,2,1,1,-2,1,1,-1,1,1,1,-1,1,1,1,0,1,-1,-1,1,-1,-1,-1,0,-1,0.5,0
954,-2,-2,2,2,-2,-1,2,1,2,0,1,1,-1,-1,1,1,1,-1,-1,-1,-1,0,0,-2,0,0,1,2,0
955,-1,-1,2,2,-1,-1,2,1,2,0,1,-1,-1,-1,1,1,1,1,1,1,-1,0,0,-1,2,0,0,0,0
956,-1,-1,2,2,0,1,2,1,1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,-2,2,1,-1,2,-1
957,1,-1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,5,-1
958,2,2,-1,-1,2,1,2,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,2,0,1,4,-1
959,1,2,1,-1,-2,1,2,1,1,1,0,-1,1,-1,-1,1,-1,-1,1,1,1,0,0,2,1,-1,0,5,1
960,2,2,-1,2,1,-1,2,1,2,0,-1,1,1,1,0,0,1,0,1,1,1,0,0,-1,0,-1,0,5,-1
961,1,2,1,2,2,1,-2,1,2,0,-1,1,1,-1,-1,1,1,-1,1,1,-1,0,0,1,1,0,-1,0.5,-1
962,2,2,1,2,1,1,2,1,1,1,1,0,-1,-1,1,1,1,-1,0,1,-1,1,1,0,-1,0,-1,0.5,0
963,1,-1,2,-1,1,1,2,-1,0,0,-1,1,1,-1,-1,1,1,1,1,1,1,0,0,-2,1,0,1,3,-1
964,2,1,-1,1,1,1,2,1,1,-1,0,1,1,-1,-1,1,1,1,1,1,-1,1,1,2,2,0,1,0.5,-1
965,2,-1,1,-1,-2,1,-2,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,0,0,1,1,1,1,5,0
966,1,1,2,2,2,1,2,-1,0,0,-1,1,1,-1,-1,1,1,1,1,1,1,0,0,2,2,-1,0,2,0
967,2,2,2,2,-1,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,2,1,0,1,2,-1
968,1,2,2,2,2,1,2,1,2,0,-1,1,1,1,-1,1,1,1,1,1,-1,0,0,2,2,-1,1,4,-1
969,2,1,1,2,2,1,-2,1,2,0,0,1,1,-1,1,1,1,-1,-1,1,1,0,0,2,2,1,1,4,-1
970,0,-2,2,2,2,0,2,0,0,0,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,0,0,0,0,-1,0,0,0
971,1,2,1,1,2,1,1,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,1,0,4,0
972,2,-2,-2,2,-1,1,2,1,2,0,1,-1,-1,-1,1,1,-1,1,1,-1,-1,0,0,1,2,-1,-1,0.5,-1
973,0,2,2,2,2,1,2,-1,0,0,1,1,1,-1,-1,1,1,-1,-1,0,1,0,0,1,-1,0,1,0.5,-1
974,-2,-1,-1,-2,-2,1,-2,1,1,-1,0,1,1,-1,-1,1,1,1,1,1,1,0,0,2,2,1,0,2,1
975,1,2,2,1,2,0,2,-1,0,0,-1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,-1,2,-1
976,2,0,-1,2,2,1,2,1,2,0,0,-1,-1,-1,0,0,0,-2,-1,-1,-1,0,0,-1,2,-1,1,2,0
977,1,2,2,2,-1,-1,2,-1,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,1,1,-1,0,0.5,1
978,2,2,1,-1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,2,0,-1,3,-1
979,-1,2,2,-1,2,1,2,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,0,0,-1,-1,0,1,2,-1
980,1,2,2,2,1,-1,2,-1,0,0,1,1,1,-1,1,1,1,-1,-1,1,-1,0,0,1,1,1,1,2,-1
981,2,2,2,2,2,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,2,0,-1,0.5,-1
982,2,1,2,1,2,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,2,-1,0,1,-1
983,1,1,2,2,1,1,1,1,1,1,0,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,2,0
984,0,2,2,2,-2,-1,2,-1,0,0,0,1,1,-1,1,1,1,0,1,1,-1,0,0,-2,-2,-1,-1,0.5,0
985,1,2,2,2,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,0,0,-1,-1,0,1,4,0
986,1,2,2,2,2,1,2,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,-1,0,0,-1,2,0,1,3,-1
987,-1,1,-2,-2,2,1,1,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,-1,-1,0,1,2,-1
988,1,2,2,2,1,-1,2,1,1,1,1,1,1,-1,0,1,1,1,1,1,-1,1,-1,-2,0,0,1,5,-1
989,-1,2,2,2,-2,-1,2,1,2,0,0,1,1,1,1,1,1,1,1,1,-1,0,0,-2,-1,-1,1,0.5,-1
990,2,1,-2,2,-1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,-1,0,0,2,1,0,1,3,0
991,1,2,1,2,2,-1,-2,-1,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,2,-2,-1,0,0.5,0
992,1,1,2,2,2,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,2,2,1,1,3,-1
993,1,2,2,-1,2,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,0,-1,-1,1,2,0,1,3,-1
994,1,-1,-1,-2,-1,1,-1,1,1,1,0,1,1,-1,1,1,1,1,-1,1,1,1,-1,2,-2,0,-1,0,0
995,-1,2,2,2,-1,1,2,-1,0,0,1,1,1,-1,1,1,1,-1,-1,-1,1,0,0,1,1,0,-1,0.5,0
996,1,-1,1,2,2,1,1,1,1,-1,0,1,1,-1,1,1,1,1,-1,1,1,0,0,1,2,1,0,2,-1
997,-1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,2,1,1,-1,3,-1
998,1,2,2,2,1,-1,1,1,1,1,0,1,1,-1,1,1,1,1,1,0,1,1,-1,2,-1,0,1,0.5,-1
999,2,2,1,2,-1,1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1,2,2,-1,1,3,0
1000,-2,2,2,2,2,-1,2,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,4,-1
1001,2,2,2,2,1,1,2,1,2,0,-1,1,1,1,-1,1,1,1,-1,1,1,0,0,-2,-1,-1,1,2,-1
1002,2,2,-1,1,1,1,2,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,0,0,2,1,0,1,5,-1
1003,2,1,2,1,1,0,1,-1,0,0,0,1,-1,-1,-1,0,1,1,1,0,-1,0,0,1,-1,-1,0,3,0
1004,0,2,1,2,0,1,2,1,2,0,0,1,1,1,-1,1,1,1,-1,1,1,0,0,1,-2,-1,-1,5,-1
1005,1,1,2,2,-1,-1,2,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,2,1,0,-1,1,0
1006,-2,2,-1,-1,-2,1,-2,1,2,0,-1,0,0,0,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,0
1007,-1,2,2,1,-1,1,1,1,2,0,1,1,1,-1,-1,1,1,-1,1,1,-1,0,0,-1,1,1,1,5,-1
1008,2,2,-1,-2,2,1,2,-1,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,1,-1,-1,0,2,0
1009,2,2,2,1,-1,1,2,1,1,1,-1,0,1,-1,1,1,1,1,1,1,-1,1,1,-2,1,0,1,1,1
1010,-2,-2,2,-1,2,1,0,1,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,-1,-1,0,-1,0.5,-1
1011,1,-1,2,2,2,0,2,-1,0,0,0,1,1,1,1,0,1,1,0,-1,-1,0,0,2,-1,-1,0,2,1
1012,1,1,1,-1,2,1,1,-1,0,0,-1,1,-1,-1,-1,1,1,1,1,1,-1,0,0,-2,1,0,0,5,-1
1013,2,2,0,-1,0,1,2,0,0,0,0,1,1,-1,1,1,1,1,1,-1,-1,0,0,0,0,-1,0,0,0
1014,-1,1,2,2,-1,-1,2,1,2,0,-1,1,1,1,1,-1,1,-1,-1,-1,-1,0,0,-2,1,0,-1,0.5,0
1015,-1,2,1,1,1,1,1,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,1,0,4,-1
1016,2,2,-1,2,2,1,2,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,2,2,-1,1,1,0
1017,-1,1,1,1,-1,1,2,1,1,1,0,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,0,1,2,-1
1018,1,2,2,-1,1,-1,-2,1,1,-1,-1,1,1,-1,-1,1,1,1,-1,1,-1,-1,1,2,1,0,0,3,-1
1019,-1,-1,2,1,-1,1,-1,1,2,0,1,1,1,-1,-1,1,1,-1,-1,1,-1,0,0,1,1,0,1,0.5,0
1020,1,2,2,2,1,1,1,-1,0,0,0,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,0,1,4,-1
1021,-1,2,2,2,-1,0,2,1,1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,-1
1022,2,-2,2,1,2,1,-1,1,2,0,-1,1,1,1,1,1,1,1,0,1,1,0,0,2,-2,0,0,1,-1
