,Q13C,Q18AA,Q18AB,Q20,Q21,Q22,Q23A,Q23B,Q23C,Q23D,Q24,Q25,Q26,Q27,Q29,Q29A,Education,AgeCat,PoliticalPartyAffiliation,Income,PoliticsGeneral,10
1,10,8,10,-10,10,10,-10,10,10,-10,-10,10,0,10,10,10,10,70,10,20,-10,5
2,0,8,8,-10,-10,8,-10,-10,10,10,10,10,0,10,10,-10,12,59.5,0,25,0,10
3,0,10,8,10,10,8,-10,10,-10,-10,0,10,0,10,10,10,20,70,10,0,0,5
4,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,16,39.5,10,120,10,10
5,-10,-10,10,-10,-10,8,10,10,10,10,-10,10,0,10,10,10,13,70,10,25,0,5
6,0,10,10,10,8,10,0,0,0,0,0,-10,10,0,0,0,14,70,10,82.5,10,10
7,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,16,39.5,10,120,10,10
8,10,8,10,10,8,8,10,10,10,10,-10,10,0,10,10,10,13,70,-10,62.5,-10,10
9,0,8,8,-10,-10,8,10,10,0,10,-10,10,0,10,10,10,16,49.5,-8,0,-10,10
10,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,16,29.5,10,95,10,10
11,0,10,8,10,-10,8,10,10,10,10,-10,10,0,10,10,10,14,70,10,25,0,10
12,10,8,10,10,-10,8,10,0,0,0,0,-10,-10,0,10,10,14,70,-8,35,-10,10
13,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,18,49.5,0,0,-10,10
14,10,8,8,10,8,10,10,10,10,10,-10,10,0,10,10,10,10,59.5,10,25,0,5
15,-10,10,10,10,8,10,10,10,10,10,-10,0,0,0,10,10,13,59.5,10,62.5,-10,10
16,-10,10,8,10,-10,10,0,0,10,0,0,10,0,-10,10,10,20,49.5,-8,45,-10,10
17,10,10,10,10,10,10,10,10,10,10,-10,10,0,10,10,10,20,49.5,10,45,10,10
18,-10,10,10,10,10,10,10,10,10,10,-10,10,0,10,10,10,20,70,10,62.5,10,10
19,0,-10,10,10,-10,10,10,10,0,10,0,10,0,10,10,10,16,49.5,0,20,10,0
20,0,0,10,10,-10,-8,10,10,-10,10,10,10,0,10,10,10,20,70,-10,45,0,-10
21,10,-8,10,-10,-10,8,0,10,0,10,0,10,0,10,10,10,10,70,0,20,0,-10
22,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,16,49.5,10,95,10,10
23,0,8,10,10,8,10,10,10,10,10,10,10,0,10,10,10,16,70,8,120,10,10
24,0,10,10,10,-10,10,10,10,10,10,10,10,0,10,10,-10,13,49.5,-8,20,10,8
25,0,-10,10,0,-10,8,10,-10,-10,10,10,-10,-10,0,-10,0,13,59.5,-10,120,-10,10
26,0,10,10,10,-10,10,10,10,10,10,0,10,0,10,10,10,16,70,10,0,10,5
27,0,8,10,-10,-10,8,-10,0,0,10,0,10,0,-10,10,10,12,49.5,10,120,0,10
28,10,10,10,10,10,10,-10,10,-10,10,10,10,0,-10,10,-10,13,70,-10,20,10,5
29,10,8,10,-10,-10,8,10,-10,-10,10,-10,-10,10,0,10,10,14,70,-10,0,-10,10
30,0,-8,8,-10,-10,-8,10,10,10,10,0,10,0,-10,10,-10,20,70,-8,62.5,0,10
31,0,10,10,10,8,10,0,0,0,0,0,10,0,10,-10,0,12,70,0,0,-10,5
32,0,-8,10,-10,0,8,10,0,10,10,10,-10,10,0,10,10,16,70,-10,120,-10,5
33,0,-8,10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,0,10,10,16,49.5,-10,62.5,-10,10
34,10,10,10,10,8,10,10,10,10,10,0,10,0,10,10,0,12,70,10,0,0,10
35,0,10,10,10,8,10,10,10,10,-10,0,10,0,10,10,10,16,49.5,10,62.5,-10,10
36,0,-10,8,-10,-10,-10,10,10,10,10,10,-10,-10,0,-10,0,16,59.5,-8,120,-10,10
37,0,10,10,10,8,10,10,10,10,10,10,10,0,0,10,-10,16,70,8,62.5,-10,10
38,10,10,10,10,8,10,10,10,10,10,0,10,0,10,10,0,20,70,10,0,10,5
39,0,10,10,10,0,8,-10,10,-10,10,0,-10,10,0,10,0,16,39.5,8,62.5,0,10
40,0,-10,10,-10,-10,8,-10,10,-10,10,-10,10,0,-10,-10,0,16,49.5,0,120,0,5
41,10,10,10,10,8,8,10,10,-10,10,10,10,0,10,10,-10,13,49.5,10,62.5,10,10
42,0,10,10,10,8,10,-10,10,10,10,-10,10,0,10,10,10,12,70,10,25,-10,10
43,10,10,0,10,8,10,10,0,0,10,10,10,0,-10,10,-10,12,70,-10,20,-10,5
44,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,70,10,62.5,10,10
45,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,20,59.5,10,120,10,10
46,-10,10,10,10,8,10,10,-10,-10,10,-10,-10,-10,0,10,10,13,70,-10,95,-10,10
47,0,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,12,70,10,20,0,-8
48,0,-8,10,-10,-10,-10,10,10,10,10,10,-10,-10,0,10,10,18,49.5,-10,120,-10,10
49,0,10,10,10,10,10,10,10,10,10,-10,10,0,10,10,10,20,49.5,-10,25,10,0
50,0,8,10,-10,10,10,0,0,0,10,10,-10,-10,0,10,-10,16,70,8,45,10,10
51,10,10,10,10,-10,-8,-10,-10,-10,10,10,10,0,-10,10,10,16,49.5,10,120,10,10
52,0,10,10,10,8,10,10,10,0,10,0,10,0,10,10,10,20,49.5,10,120,10,10
53,0,10,10,10,8,10,10,10,10,10,0,10,0,10,10,10,16,59.5,8,120,0,10
54,10,8,10,10,-10,8,10,10,10,10,10,10,0,10,10,-10,12,29.5,8,20,0,0
55,0,-10,10,-10,-10,-8,-10,10,10,10,-10,0,0,0,10,-10,20,49.5,-8,0,-10,10
56,0,8,10,10,-10,8,10,10,0,10,10,-10,-10,0,10,10,13,59.5,8,35,-10,-10
57,-10,8,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,70,8,120,10,5
58,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,14,70,8,62.5,0,0
59,0,10,10,10,8,10,10,0,10,10,0,10,0,10,10,10,16,70,10,120,10,10
60,-10,10,10,-10,8,10,10,-10,-10,10,-10,10,0,10,10,-10,12,49.5,10,62.5,-10,10
61,-10,-10,10,-10,8,10,-10,10,10,10,-10,10,0,10,-10,0,12,59.5,10,20,-10,-8
62,0,10,10,10,8,10,10,10,10,10,0,10,0,10,10,-10,13,70,10,25,0,5
63,-10,-10,10,-10,10,10,-10,-10,-10,10,-10,-10,10,0,10,10,13,70,10,20,0,5
64,0,10,10,10,10,10,10,-10,10,10,10,10,0,10,10,10,12,21,10,25,-10,0
65,0,10,10,-10,-10,10,10,10,10,10,-10,10,0,-10,10,-10,14,70,10,20,0,-10
66,10,10,10,10,8,8,10,10,10,10,0,10,0,10,10,10,12,70,8,45,0,10
67,10,-10,10,-10,-10,-10,10,10,10,10,10,-10,-10,0,10,-10,13,70,-10,120,-10,10
68,0,8,10,10,8,10,10,0,10,10,10,10,0,10,0,0,14,70,10,82.5,-10,10
69,0,10,10,0,8,10,10,10,10,10,0,10,0,10,10,0,16,70,8,0,0,5
70,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,14,70,10,62.5,10,5
71,-10,8,8,0,-10,8,10,10,10,10,10,-10,10,0,10,-10,16,70,-10,120,-10,-10
72,0,8,8,10,-10,10,10,10,10,10,10,10,0,10,-10,0,16,70,-8,120,-10,10
73,0,10,10,10,8,10,0,10,10,10,-10,10,0,-10,10,-10,12,70,0,20,-10,8
74,10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,16,70,10,45,10,10
75,0,0,10,0,-10,10,-10,10,0,10,10,10,0,10,10,10,13,70,-10,25,-10,5
76,10,-10,10,10,-10,-10,0,10,10,10,10,10,0,10,-10,0,20,70,-10,95,-10,10
77,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,-10,20,59.5,10,120,10,10
78,0,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,16,70,8,62.5,-10,10
79,0,-10,8,-10,-10,-10,10,10,10,10,-10,-10,10,0,10,10,13,70,0,0,-10,10
80,0,8,10,-10,-10,8,-10,0,10,10,10,10,0,10,10,-10,14,70,10,0,0,5
81,10,10,10,10,8,10,-10,10,10,10,10,10,0,10,10,10,14,59.5,10,20,10,-10
82,0,10,10,10,8,8,10,10,10,10,0,0,0,0,10,-10,10,59.5,0,20,-10,10
83,0,-8,10,-10,-10,8,10,10,10,10,0,-10,-10,0,10,0,16,49.5,-10,25,-10,10
84,0,0,10,-10,-10,-10,10,10,-10,-10,-10,-10,-10,0,-10,0,16,39.5,-8,62.5,-10,0
85,0,10,10,10,10,10,10,10,10,10,-10,10,0,10,10,10,16,70,10,45,0,-10
86,0,10,10,10,10,10,10,10,10,10,0,10,0,10,10,0,20,49.5,0,120,0,10
87,-10,8,10,-10,0,8,10,10,10,10,-10,-10,0,0,10,10,13,39.5,-10,20,-10,-8
88,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,12,59.5,10,62.5,10,10
89,10,-8,10,10,8,10,10,0,0,10,0,10,0,10,10,10,20,70,10,95,0,-10
90,10,8,10,10,8,10,10,10,10,10,-10,10,0,10,-10,0,16,70,10,120,0,10
91,0,-10,-8,-10,-10,8,10,10,-10,10,-10,-10,-10,0,10,10,20,0,0,62.5,0,10
92,0,10,8,10,-10,8,10,10,-10,0,-10,10,0,10,10,-10,13,70,8,35,0,10
93,10,-8,10,10,-10,8,10,10,10,10,0,-10,-10,0,10,10,13,70,-10,62.5,-10,10
94,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,14,21,-10,20,10,0
95,0,10,10,10,-10,10,10,10,10,10,-10,10,0,10,10,10,20,59.5,10,35,10,-10
96,0,10,8,-10,-10,0,10,10,-10,-10,0,-10,10,0,10,-10,12,70,-10,82.5,-10,10
97,-10,10,10,10,8,10,10,10,-10,10,0,10,0,10,10,10,14,70,-10,20,10,5
98,0,0,10,-10,-10,10,-10,10,10,10,10,-10,-10,0,10,10,13,70,-10,25,-10,5
99,-10,8,8,-10,-10,8,10,10,-10,10,10,10,0,-10,10,-10,12,70,-8,35,-10,10
100,-10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,14,70,10,45,10,10
101,0,10,8,-10,8,10,10,10,0,10,-10,10,0,10,10,-10,14,49.5,0,25,10,0
102,10,10,10,10,10,10,-10,10,10,10,-10,-10,10,0,-10,0,8,39.5,-8,25,-10,-8
103,-10,-8,10,-10,0,10,10,0,10,10,0,10,0,10,10,10,14,59.5,0,0,0,10
104,10,10,10,10,8,10,0,10,10,10,10,10,0,10,10,10,20,70,10,0,0,0
105,10,0,-8,-10,-10,-8,10,10,10,10,-10,-10,-10,0,10,10,16,59.5,-8,120,-10,10
106,-10,10,10,10,10,10,10,10,10,10,0,10,0,0,10,10,16,29.5,0,35,-10,0
107,0,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,16,49.5,10,120,0,10
108,-10,-10,10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,0,10,-10,12,59.5,-10,82.5,-10,10
109,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,12,0,0,25,0,10
110,-10,8,10,10,8,8,10,10,10,10,-10,10,0,10,10,10,14,59.5,8,62.5,0,0
111,10,-8,10,-10,-10,-10,0,0,0,0,10,-10,0,0,0,0,20,70,0,120,-10,5
112,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,14,59.5,10,20,0,-10
113,0,0,10,0,0,8,0,10,10,10,0,10,0,-10,10,10,13,70,10,25,0,5
114,10,10,10,10,10,10,10,10,10,10,-10,10,0,10,10,10,20,70,8,45,10,5
115,-10,10,10,10,8,8,10,10,10,10,10,10,0,10,10,10,16,70,10,120,10,10
116,-10,8,10,10,-10,10,10,10,-10,10,0,10,0,10,10,0,14,59.5,10,20,10,-10
117,10,8,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,16,70,-8,120,0,10
118,0,10,8,10,-10,10,10,10,10,10,10,10,0,10,10,10,16,49.5,10,120,10,-8
119,0,10,10,0,0,10,10,10,10,10,10,10,0,10,10,10,20,59.5,-10,120,0,10
120,0,10,10,10,-10,-10,0,10,10,10,0,10,0,10,10,-10,16,59.5,-10,0,-10,10
121,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,14,49.5,10,0,10,0
122,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,70,10,82.5,10,-10
123,0,8,8,10,8,10,-10,10,10,10,0,10,0,10,10,10,12,70,-10,20,0,5
124,10,8,10,-10,-10,-8,10,10,10,10,10,10,0,10,10,-10,16,70,10,25,10,-10
125,0,10,10,10,8,10,0,0,0,0,0,10,0,10,10,10,12,70,10,25,10,0
126,-10,-10,10,10,-10,8,-10,10,-10,10,-10,10,0,-10,10,-10,16,70,-10,45,-10,5
127,0,10,10,-10,8,10,10,10,-10,-10,10,10,0,10,10,10,12,59.5,10,20,0,0
128,0,10,10,10,-10,10,-10,10,-10,-10,-10,10,0,10,-10,0,10,70,10,20,0,10
129,0,-8,10,-10,-10,8,-10,10,10,10,10,10,0,10,10,10,13,70,10,62.5,-10,10
130,0,8,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,70,10,0,0,10
131,0,-10,8,-10,-10,-10,-10,10,10,10,10,-10,-10,0,10,-10,14,70,-10,45,-10,10
132,0,10,10,10,0,0,10,0,10,10,10,10,0,10,10,10,12,70,10,120,0,5
133,0,10,10,10,8,10,-10,10,10,10,10,10,0,10,10,10,20,70,10,120,10,10
134,0,8,10,-10,-10,8,10,10,10,10,-10,10,0,10,10,-10,13,70,-10,82.5,-10,10
135,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,59.5,10,45,10,0
136,-10,10,10,10,8,10,10,10,-10,10,-10,10,0,10,10,-10,16,49.5,10,45,10,10
137,0,-8,8,-10,-10,-8,10,10,10,10,-10,10,0,10,10,10,20,49.5,-10,120,0,10
138,0,8,10,10,8,10,-10,10,-10,-10,-10,10,0,10,10,10,20,49.5,10,62.5,0,-10
139,10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,-10,16,59.5,-10,0,-10,10
140,0,-10,8,-10,-10,-10,10,10,-10,10,10,-10,-10,0,-10,0,14,70,-8,120,0,10
141,0,8,10,10,8,10,10,10,10,10,0,10,0,10,10,10,10,70,10,25,10,10
142,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,12,70,10,45,10,10
143,0,10,8,10,-10,10,-10,0,10,-10,-10,10,0,10,10,10,16,70,-10,0,-10,10
144,0,10,10,10,-10,10,10,-10,-10,10,-10,10,0,10,10,-10,16,59.5,-8,120,0,10
145,-10,8,10,10,-10,10,10,10,-10,-10,-10,-10,-10,0,-10,0,16,70,-10,0,-10,5
146,0,8,10,-10,-10,8,10,10,-10,10,10,10,0,0,10,0,16,59.5,10,0,-10,10
147,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,59.5,8,20,10,0
148,-10,8,10,-10,-10,-8,10,10,10,10,10,-10,10,0,10,-10,12,39.5,10,82.5,-10,10
149,10,10,10,-10,8,10,-10,10,10,10,-10,10,0,10,10,10,10,70,10,25,-10,5
150,0,10,10,10,-10,8,10,10,10,10,0,10,0,10,10,10,12,39.5,0,20,-10,10
151,10,10,10,10,8,10,10,0,10,10,-10,-10,10,0,10,10,12,49.5,10,0,0,-8
152,0,10,10,-10,-10,10,-10,10,-10,10,10,10,0,10,10,10,12,49.5,-8,20,-10,0
153,-10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,14,70,10,62.5,0,10
154,0,8,10,-10,8,8,-10,10,10,10,-10,10,0,10,10,-10,20,70,-10,120,0,10
155,-10,8,10,10,-10,10,-10,-10,-10,-10,-10,10,0,10,10,10,12,70,-10,20,-10,-10
156,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,13,70,8,20,10,5
157,10,-10,8,-10,-10,-10,10,10,-10,10,10,-10,-10,0,10,-10,13,59.5,-8,62.5,-10,10
158,0,-8,-10,-10,-10,10,10,10,10,10,10,-10,10,0,-10,0,16,70,0,82.5,0,8
159,0,-10,10,-10,-10,-10,10,10,10,10,10,-10,-10,0,0,0,20,59.5,-8,120,-10,-10
160,10,10,10,10,8,10,10,10,10,10,0,10,0,10,10,10,14,59.5,10,120,10,10
161,0,-8,10,-10,8,10,10,10,10,10,0,10,0,10,10,10,16,70,-10,120,-10,10
162,10,10,10,10,8,10,-10,10,10,10,-10,10,0,10,10,10,10,59.5,8,20,-10,8
163,0,10,10,10,8,10,0,0,0,10,0,10,0,10,10,10,16,70,0,120,10,10
164,-10,10,10,-10,-10,-10,10,10,10,10,-10,-10,-10,0,10,-10,12,49.5,-10,0,-10,10
165,0,10,10,10,0,10,10,10,10,10,0,10,0,10,10,10,16,59.5,10,62.5,10,0
166,0,10,10,10,8,10,-10,10,10,10,-10,-10,10,0,10,10,14,39.5,10,20,10,10
167,10,8,10,-10,-10,8,10,10,-10,10,-10,-10,-10,0,10,10,16,49.5,-10,45,-10,10
168,0,-10,8,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,-10,0,16,70,-10,62.5,-10,10
169,0,-10,8,-10,8,10,-10,-10,10,10,-10,-10,10,0,10,10,8,70,10,20,10,10
170,0,10,10,10,10,10,-10,10,0,0,0,0,0,0,0,0,20,70,8,35,-10,0
171,0,-10,-10,-10,-10,-10,10,10,10,10,-10,-10,-10,0,10,10,12,21,-8,82.5,-10,0
172,10,8,10,-10,-10,8,10,10,10,10,0,10,0,10,-10,0,18,70,0,0,-10,-10
173,10,-10,10,-10,-10,8,0,10,-10,10,-10,10,0,10,10,10,12,70,-10,20,-10,5
174,0,10,10,10,0,10,-10,10,10,10,10,10,0,10,10,10,20,70,10,95,10,5
175,0,8,10,10,-10,10,10,0,0,0,-10,-10,10,0,10,10,14,59.5,10,82.5,0,-10
176,-10,10,10,10,10,10,-10,-10,10,10,10,10,0,10,10,-10,13,49.5,0,35,-10,10
177,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,12,59.5,10,20,0,-10
178,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,12,29.5,8,25,0,0
179,-10,-8,10,10,-10,8,10,10,10,-10,-10,10,0,10,10,10,20,70,-10,0,0,10
180,-10,10,10,10,-10,10,10,10,10,10,-10,10,0,10,10,10,14,59.5,-10,25,-10,5
181,0,-10,10,-10,-10,-10,-10,10,10,-10,-10,10,0,-10,10,10,10,21,10,20,0,0
182,0,10,10,10,8,8,10,10,10,10,-10,10,0,10,10,10,16,49.5,10,120,10,10
183,10,10,10,10,8,10,-10,10,10,10,-10,10,0,-10,10,-10,10,39.5,10,25,-10,5
184,0,0,10,-10,-10,-10,10,10,10,10,-10,-10,-10,0,10,10,12,70,-10,0,-10,10
185,0,10,10,10,0,10,10,10,10,10,-10,10,0,10,10,10,20,49.5,10,35,10,10
186,0,10,10,10,-10,10,-10,10,10,-10,0,10,0,10,10,10,14,59.5,10,35,10,0
187,0,10,10,10,-10,8,0,0,10,10,0,10,0,10,10,10,12,70,-10,45,0,10
188,0,8,10,0,8,10,0,10,10,10,-10,10,0,10,10,-10,13,59.5,8,62.5,0,-10
189,0,10,10,10,8,10,-10,10,10,10,10,10,0,10,10,10,14,70,8,82.5,10,10
190,0,8,8,10,10,-8,10,10,10,10,10,10,0,-10,10,10,12,21,8,120,10,0
191,0,8,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,49.5,10,120,10,10
192,-10,-10,10,-10,8,10,10,-10,-10,10,-10,-10,10,0,10,10,12,70,-10,62.5,-10,5
193,-10,10,10,10,10,10,-10,10,10,10,10,10,0,10,10,10,20,70,10,62.5,10,5
194,0,0,0,0,-10,8,-10,0,10,10,0,10,0,10,10,10,16,21,10,0,-10,0
195,10,8,10,10,-10,10,10,10,0,10,0,10,0,-10,10,-10,13,39.5,10,35,0,-10
196,10,-10,8,-10,-10,-8,10,10,10,10,10,10,0,10,-10,0,16,59.5,10,25,10,0
197,0,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,20,59.5,10,82.5,10,0
198,10,8,10,10,10,8,-10,10,-10,10,-10,-10,10,0,10,10,10,21,8,20,-10,0
199,0,10,10,-10,10,10,-10,10,10,-10,-10,-10,10,0,-10,0,13,59.5,-10,120,0,-10
200,0,8,8,10,-10,8,10,-10,-10,10,10,-10,10,0,10,10,13,49.5,-10,120,0,10
201,-10,8,10,10,8,10,10,10,10,10,0,10,0,10,10,10,20,70,10,120,10,5
202,10,8,10,-10,-10,8,10,10,-10,10,10,-10,10,0,10,10,13,59.5,-8,35,10,10
203,10,-10,10,10,-10,-8,10,10,10,10,-10,10,0,10,10,-10,12,70,8,35,-10,5
204,0,8,10,10,-10,10,-10,-10,-10,-10,-10,10,0,10,10,10,20,70,10,45,-10,10
205,10,8,10,10,-10,10,-10,10,10,10,10,10,0,10,10,10,20,29.5,8,62.5,10,10
206,0,8,10,10,0,10,0,0,0,0,0,0,0,0,10,10,12,39.5,0,25,-10,8
207,0,8,8,10,-10,8,-10,-10,10,10,0,10,0,-10,10,-10,13,70,-10,25,0,10
208,0,10,10,10,0,10,10,10,10,10,0,10,0,10,10,10,16,70,8,120,0,10
209,0,10,10,10,8,10,-10,10,10,10,-10,10,0,0,10,-10,8,70,8,20,10,5
210,0,10,10,-10,-10,-8,-10,-10,-10,-10,0,-10,-10,0,0,0,12,70,-10,35,0,-10
211,0,-8,10,-10,-10,-10,10,10,-10,10,10,-10,-10,0,10,-10,12,70,10,25,-10,5
212,10,8,8,10,8,10,10,10,10,10,10,10,0,10,10,10,12,70,10,35,10,10
213,0,8,10,10,-10,10,10,10,0,10,0,10,0,10,-10,0,20,59.5,-8,0,0,10
214,10,-8,8,-10,-10,-8,10,10,10,10,10,10,0,-10,10,-10,20,70,8,0,0,10
215,0,10,10,10,8,10,10,10,0,10,0,10,0,10,10,0,16,70,10,20,0,0
216,0,-10,10,-10,-10,-10,10,10,10,10,-10,10,0,10,10,10,13,59.5,-10,120,-10,10
217,0,-10,0,-10,-10,-10,10,10,10,10,10,10,0,0,10,10,12,70,-10,35,-10,5
218,0,0,10,-10,-10,-10,10,10,-10,10,-10,-10,-10,0,10,-10,12,70,-10,20,-10,10
219,0,-10,10,-10,-10,-8,-10,10,-10,10,10,10,0,-10,10,10,16,49.5,-10,120,-10,8
220,10,10,10,10,10,10,10,10,10,10,-10,10,0,10,10,10,16,39.5,8,120,10,10
221,0,-10,8,-10,-10,-10,10,10,10,10,-10,-10,-10,0,-10,0,16,21,0,120,0,10
222,10,-8,10,-10,-10,8,10,0,-10,10,0,-10,10,0,10,-10,12,70,-10,25,-10,5
223,0,-8,10,-10,8,-8,0,10,0,10,-10,-10,-10,0,-10,0,16,70,-10,62.5,-10,5
224,0,-10,10,-10,-10,-10,10,10,0,10,-10,10,0,-10,10,-10,12,70,-10,35,-10,-10
225,0,10,10,10,8,10,10,10,0,10,0,10,0,10,10,10,14,70,10,35,10,5
226,0,10,10,10,10,10,10,10,10,10,-10,10,0,10,10,10,16,59.5,10,82.5,0,10
227,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,20,59.5,8,120,0,10
228,0,8,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,16,59.5,10,120,10,10
229,0,-10,10,-10,-10,-10,10,10,10,10,0,-10,-10,0,-10,0,12,70,-10,62.5,-10,5
230,10,8,10,10,8,8,10,10,10,10,0,10,0,10,10,-10,12,70,10,35,0,10
231,0,-8,10,10,8,10,10,-10,-10,10,10,10,0,10,10,10,13,59.5,10,20,10,10
232,0,10,10,10,-10,10,10,10,10,10,-10,10,0,10,10,-10,12,70,-10,25,10,-10
233,0,8,10,10,-10,10,10,10,10,10,10,10,0,10,10,10,20,59.5,0,0,0,10
234,0,8,10,-10,-10,8,-10,10,10,10,-10,10,0,10,10,10,16,70,-10,20,0,5
235,10,10,10,10,0,10,10,10,-10,10,-10,10,0,10,10,-10,16,70,8,62.5,0,5
236,0,8,10,10,-10,10,-10,10,-10,10,10,10,0,10,10,0,16,59.5,10,82.5,10,10
237,0,10,10,10,-10,10,10,0,0,10,-10,10,0,10,10,10,20,70,10,0,0,10
238,10,10,10,10,8,10,-10,10,0,10,10,10,0,10,10,10,12,59.5,10,120,10,10
239,10,10,10,-10,8,-8,10,10,-10,10,-10,10,0,10,10,10,16,70,10,62.5,0,0
240,0,10,10,0,-10,10,0,0,0,10,0,10,0,-10,-10,0,12,70,-8,0,-10,10
241,0,-10,10,-10,-10,-8,-10,10,-10,10,0,10,0,10,10,-10,18,49.5,-10,25,-10,5
242,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,16,70,10,120,10,10
243,-10,-10,10,-10,-10,10,0,10,10,10,0,10,0,10,10,0,14,59.5,-10,0,-10,10
244,0,10,10,0,0,10,0,10,10,10,0,10,0,10,10,0,12,70,-10,62.5,-10,5
245,0,10,10,10,8,8,0,10,10,10,0,-10,-10,0,10,10,10,70,10,20,-10,10
246,0,10,10,10,10,10,10,10,10,10,10,10,0,-10,10,10,20,59.5,-10,95,-10,0
247,0,-10,10,-10,8,-8,10,10,10,10,-10,10,0,10,10,10,12,49.5,-8,62.5,-10,10
248,-10,-10,-10,-10,-10,-10,10,10,10,10,0,-10,-10,0,10,-10,16,59.5,0,0,0,10
249,-10,-10,10,10,-10,8,-10,10,10,10,-10,-10,0,0,10,-10,10,70,10,25,-10,-10
250,0,0,10,10,0,10,10,-10,0,0,0,-10,10,0,0,0,20,70,-8,62.5,0,-10
251,10,10,10,-10,-10,10,10,10,10,10,-10,10,0,10,10,10,20,70,10,25,0,0
252,0,10,8,-10,8,10,0,10,10,10,-10,-10,-10,0,10,0,12,70,-10,62.5,-10,5
253,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,18,59.5,10,120,0,10
254,10,10,10,10,8,10,10,10,10,10,-10,10,0,-10,10,10,16,49.5,10,62.5,-10,10
255,10,10,10,10,10,10,-10,10,10,10,-10,10,0,10,10,10,12,70,8,35,0,5
256,0,8,10,10,0,10,10,10,10,10,10,10,0,10,10,10,16,70,10,62.5,0,8
257,0,8,10,-10,-10,10,10,10,-10,10,-10,10,0,-10,10,10,16,70,-10,25,0,-10
258,0,10,-10,-10,-10,8,10,10,10,10,-10,10,0,-10,-10,0,13,70,-10,120,-10,10
259,0,10,10,10,-10,10,-10,10,10,10,10,10,0,10,10,10,14,49.5,-8,20,10,-10
260,0,-8,8,-10,-10,-10,10,0,0,10,10,-10,0,0,10,-10,14,70,-10,0,-10,10
261,0,-8,10,-10,-10,8,10,10,10,10,-10,10,0,10,10,-10,20,70,-8,82.5,-10,5
262,0,-10,10,-10,-10,10,10,10,10,10,10,10,0,10,10,0,12,70,-8,0,0,8
263,10,8,10,-10,-10,8,-10,10,10,-10,0,10,0,10,10,10,16,70,-10,0,-10,10
264,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,16,29.5,8,62.5,10,0
265,0,8,10,10,-10,8,10,10,-10,10,-10,10,0,10,10,-10,16,59.5,-8,0,0,10
266,-10,10,8,-10,8,-10,10,10,-10,10,10,-10,10,0,10,-10,14,70,-10,45,-10,10
267,-10,10,10,10,-10,10,10,10,10,10,0,10,0,10,10,10,14,29.5,-10,62.5,-10,10
268,0,-10,-10,-10,-10,-10,10,10,-10,10,-10,-10,-10,0,-10,0,20,59.5,0,95,-10,10
269,0,-10,10,-10,-10,-10,10,0,0,10,0,-10,-10,0,10,-10,16,70,0,45,-10,10
270,10,-10,8,-10,-10,-8,10,10,10,10,10,10,0,10,10,10,16,49.5,-10,0,-10,10
